0.081667	-0.248333	-0.248333	0.251667	0.081667	0.081667
0.085833	0.033958	-0.237292	0.180208	-0.044167	-0.018542
0.110556	0.057222	-0.194444	0.097222	-0.014444	-0.056111
0.041111	0.041111	-0.125556	0.097778	0.067778	-0.122222
0.069815	0.004259	-0.207963	0.254259	-0.013519	-0.106852
0.023333	-0.056667	-0.136667	0.363333	-0.056667	-0.136667
0.089177	-0.016132	-0.244033	0.104115	0.0293	0.037572
0.003333	-0.086667	-0.086667	0.003333	0.083333	0.083333
-0.156667	0.013333	-0.066667	0.263333	0.013333	-0.066667
0.008981	0.078426	-0.213241	0.139537	-0.027685	0.013981
0.051833	0.035833	-0.164167	0.061833	0.043833	-0.029167
-0.005833	-0.175833	-0.090833	0.079167	0.364167	-0.170833
0.020833	-0.024167	-0.064167	-0.019167	0.065833	0.020833
-0.003333	-0.083333	0.086667	-0.083333	0.246667	-0.163333
-0.031667	0.078333	-0.228333	0.108333	0.051667	0.021667
0.055088	0.058246	-0.103333	-0.001754	0.011404	-0.019649
0.075833	0.075833	-0.214167	-0.009167	0.035833	0.035833
-0.029167	0.055833	-0.151667	0.055833	0.055833	0.013333
0.180778	-0.001889	-0.151889	0.065444	0.030778	-0.123222
0.441667	0.026667	-0.263333	-0.093333	0.026667	-0.138333
0.082778	-0.053889	-0.223889	0.086111	0.082778	0.026111
0.032949	-0.007051	-0.057051	-0.013974	0.006795	0.038333
-0.026	0.072	-0.076	0.03	0.004	-0.004
0.145	0.145	-0.23	-0.02	0.025	-0.065
0.128333	0.038333	-0.041667	-0.041667	-0.041667	-0.041667
0.265	-0.09	-0.09	-0.05	0.015	-0.05
0.009667	-0.024333	-0.124333	0.023667	0.091667	0.023667
0.061667	0.061667	-0.228333	-0.188333	0.186667	0.106667
-0.013333	-0.013333	-0.013333	-0.343333	0.316667	0.066667
-0.037917	0.044583	-0.077917	0.147083	0.044583	-0.120417
-0.197222	0.049444	-0.117222	0.162778	0.022778	0.079444
0.003333	0.003333	-0.086667	0.163333	-0.086667	0.003333
0.426667	0.016667	0.016667	-0.073333	-0.403333	0.016667
0.051667	-0.028333	-0.028333	0.221667	-0.108333	-0.108333
0.039444	0.009444	-0.045	0.048333	-0.100556	0.048333
0.160833	0.115833	-0.089167	-0.089167	-0.089167	-0.009167
0.161852	0.006296	-0.152593	0.05963	-0.062593	-0.012593
0.255833	-0.034167	-0.034167	-0.159167	0.005833	-0.034167
0.04	0.04	-0.04	-0.04	0.04	-0.04
0.090516	0.002207	-0.129202	0.048967	0.027136	-0.039624
-0.03375	0.06875	-0.01625	0.11125	0.07125	-0.20125
0.031875	0.134375	-0.145625	-0.051875	0.010625	0.020625
0.138846	0.108077	-0.071923	-0.064231	-0.103462	-0.007308
0.033333	0.003333	-0.023333	0.033333	-0.05	0.003333
-0.481667	0.148333	-0.351667	-0.101667	-0.231667	1.018333
0.122204	-0.006183	-0.132634	0.070914	0.009946	-0.064247
0.0725	-0.065	-0.19	0.03	0.12375	0.02875
0.091914	-0.004707	-0.164437	0.107725	0.025428	-0.055923
-0.052778	0.137222	-0.166111	0.250556	0.027222	-0.196111
0.098667	0.030667	-0.119333	0.080667	-0.003333	-0.087333
0.007436	0.000513	-0.063333	-0.004103	0.10359	-0.044103
-0.095556	-0.148889	-0.092222	-0.035556	0.214444	0.157778
0.179722	0.111389	-0.138611	-0.083611	0.069722	-0.138611
-0.009167	-0.051667	-0.071667	0.028333	-0.094167	0.198333
0.136667	0.226667	-0.363333	0.136667	-0.193333	0.056667
0.006111	-0.050556	-0.190556	-0.023889	0.256111	0.002778
-0.208333	-0.128333	-0.208333	0.041667	0.291667	0.211667
-0.121667	0.038333	-0.041667	-0.041667	0.128333	0.038333
0.056667	0.056667	-0.193333	-0.033333	0.056667	0.056667
0.005833	-0.159167	-0.159167	-0.034167	0.130833	0.215833
-0.251667	-0.001667	0.088333	-0.001667	-0.001667	0.168333
0.011667	0.011667	0.101667	0.011667	-0.068333	-0.068333
0.025	0.115	-0.055	0.025	-0.055	-0.055
0.078889	0.078889	0.037222	-0.102778	0.010556	-0.102778
0.100556	0.053889	-0.002778	0.036111	-0.103889	-0.083889
0.34	0.215	0.05	-0.115	-0.245	-0.245
0.061574	-0.053981	-0.059537	-0.055093	0.04713	0.059907
0.141667	-0.028333	-0.028333	-0.028333	-0.028333	-0.028333
0.236667	-0.183333	-0.343333	-0.183333	0.156667	0.316667
0.155	0.081667	-0.021667	-0.049444	-0.068333	-0.097222
0.02549	-0.023922	-0.106863	0.006078	0.079608	0.019608
-0.055	0.025	0.115	-0.225	-0.055	0.195
0.07	0.043333	0.013333	-0.07	0.04	-0.096667
0.07451	-0.033137	-0.064314	0.019804	0.00451	-0.001373
0.098333	-0.14	-0.096667	0.056667	0.07	0.011667
0.080556	-0.031111	-0.002778	-0.001111	-0.042778	-0.002778
0.094762	-0.046667	-0.058095	0.010476	0.023333	-0.02381
-0.124074	0.07037	-0.004074	0.044815	-0.002963	0.015926
0.255833	-0.034167	-0.034167	-0.159167	0.130833	-0.159167
0.17127	0.033651	-0.097778	-0.006825	-0.03873	-0.061587
0.195	-0.135	-0.225	0.025	0.115	0.025
0.250833	0.125833	-0.044167	0.000833	-0.209167	-0.124167
0.092167	0.024167	-0.125833	-0.015833	0.067167	-0.041833
-0.010429	-0.017399	-0.086338	0.015783	0.042298	0.056086
0.050417	-0.057083	-0.117083	0.005417	0.067917	0.050417
0.0475	0.0325	-0.2175	-0.080833	0.144167	0.074167
0.225	-0.365	-0.025	-0.115	0.305	-0.025
