,Species,Country.of.Origin,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Total.Cup.Points,Cluster,FlavorCluster,Country_Group,Processing_Group,Variety_Group
0,Arabica,Ethiopia,,Washed / Wet,8.67,8.83,8.67,8.75,8.5,8.42,10.0,10.0,10.0,0.12,90.58,1,酸味系,Ethiopia,ウォッシュド,その他
1,Arabica,Ethiopia,Other,Washed / Wet,8.75,8.67,8.5,8.58,8.42,8.42,10.0,10.0,10.0,0.12,89.92,0,香り系,Ethiopia,ウォッシュド,Other
2,Arabica,Guatemala,Bourbon,,8.42,8.5,8.42,8.42,8.33,8.42,10.0,10.0,10.0,0.0,89.75,0,香り系,Guatemala,その他,Bourbon
3,Arabica,Ethiopia,,Natural / Dry,8.17,8.58,8.42,8.42,8.5,8.25,10.0,10.0,10.0,0.11,89.0,2,コク・バランス系,Ethiopia,ナチュラル,その他
4,Arabica,Ethiopia,Other,Washed / Wet,8.25,8.5,8.25,8.5,8.42,8.33,10.0,10.0,10.0,0.12,88.83,1,酸味系,Ethiopia,ウォッシュド,Other
5,Arabica,Brazil,,Natural / Dry,8.58,8.42,8.42,8.5,8.25,8.33,10.0,10.0,10.0,0.11,88.83,1,酸味系,Brazil,ナチュラル,その他
6,Arabica,Peru,Other,Washed / Wet,8.42,8.5,8.33,8.5,8.25,8.25,10.0,10.0,10.0,0.11,88.75,1,酸味系,その他,ウォッシュド,Other
7,Arabica,Ethiopia,,,8.25,8.33,8.5,8.42,8.33,8.5,10.0,10.0,9.33,0.03,88.67,2,コク・バランス系,Ethiopia,その他,その他
8,Arabica,Ethiopia,,,8.67,8.67,8.58,8.42,8.33,8.42,9.33,10.0,9.33,0.03,88.42,0,香り系,Ethiopia,その他,その他
9,Arabica,Ethiopia,Other,Natural / Dry,8.08,8.58,8.5,8.5,7.67,8.42,10.0,10.0,10.0,0.1,88.25,1,酸味系,Ethiopia,ナチュラル,Other
10,Arabica,Ethiopia,,Natural / Dry,8.17,8.67,8.25,8.5,7.75,8.17,10.0,10.0,10.0,0.1,88.08,1,酸味系,Ethiopia,ナチュラル,その他
11,Arabica,United States,Other,Washed / Wet,8.25,8.42,8.17,8.33,8.08,8.17,10.0,10.0,10.0,0.0,87.92,1,酸味系,その他,ウォッシュド,Other
12,Arabica,United States,Other,Washed / Wet,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,10.0,0.0,87.92,1,酸味系,その他,ウォッシュド,Other
13,Arabica,United States (Hawaii),,,8.33,8.42,8.08,8.25,8.25,8.0,10.0,10.0,10.0,0.0,87.92,1,酸味系,United States (Hawaii),その他,その他
14,Arabica,Ethiopia,,,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10.0,9.33,0.05,87.83,2,コク・バランス系,Ethiopia,その他,その他
15,Arabica,United States,Other,Washed / Wet,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,10.0,0.0,87.58,2,コク・バランス系,その他,ウォッシュド,Other
16,Arabica,Indonesia,,,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,0.03,87.42,3,丸み系,その他,その他,その他
17,Arabica,Ethiopia,,,8.17,8.33,8.25,8.33,8.42,8.33,9.33,10.0,9.33,0.05,87.33,2,コク・バランス系,Ethiopia,その他,その他
18,Arabica,China,Catimor,Washed / Wet,8.42,8.25,8.08,8.17,7.92,8.0,10.0,10.0,10.0,0.1,87.25,0,香り系,その他,ウォッシュド,その他
19,Arabica,Ethiopia,Ethiopian Yirgacheffe,Natural / Dry,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,0.0,87.25,1,酸味系,Ethiopia,ナチュラル,その他
20,Arabica,United States,Other,Washed / Wet,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,0.0,87.25,1,酸味系,その他,ウォッシュド,Other
21,Arabica,Costa Rica,Caturra,Washed / Wet,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,0.11,87.17,2,コク・バランス系,Costa Rica,ウォッシュド,Caturra
22,Arabica,Mexico,Other,Washed / Wet,8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,10.0,0.13,87.17,0,香り系,Mexico,ウォッシュド,Other
23,Arabica,United States,Other,Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,0.0,87.08,0,香り系,その他,ウォッシュド,Other
24,Arabica,Ethiopia,,Natural / Dry,8.42,8.17,7.92,8.17,8.33,8.0,10.0,10.0,10.0,0.11,87.08,1,酸味系,Ethiopia,ナチュラル,その他
25,Arabica,Brazil,Bourbon,Natural / Dry,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,0.12,86.92,0,香り系,Brazil,ナチュラル,Bourbon
26,Arabica,Ethiopia,,,7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,0.05,86.92,2,コク・バランス系,Ethiopia,その他,その他
27,Arabica,Uganda,SL14,Washed / Wet,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,0.12,86.83,0,香り系,Uganda,ウォッシュド,その他
28,Arabica,Honduras,Caturra,,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,0.1,86.67,0,香り系,Honduras,その他,Caturra
29,Arabica,Taiwan,Sumatra,Pulped natural / honey,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,0.0,86.58,1,酸味系,Taiwan,ハニー,その他
30,Arabica,Nicaragua,,,7.92,8.25,8.0,8.33,8.0,8.08,10.0,10.0,10.0,0.08,86.58,1,酸味系,その他,その他,その他
31,Arabica,"Tanzania, United Republic Of",,Natural / Dry,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,0.11,86.5,0,香り系,"Tanzania, United Republic Of",ナチュラル,その他
32,Arabica,Brazil,Bourbon,Natural / Dry,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,0.12,86.42,0,香り系,Brazil,ナチュラル,Bourbon
33,Arabica,Costa Rica,Caturra,Washed / Wet,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,0.0,86.33,0,香り系,Costa Rica,ウォッシュド,Caturra
34,Arabica,Ethiopia,,Natural / Dry,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,0.1,86.25,1,酸味系,Ethiopia,ナチュラル,その他
35,Arabica,Kenya,SL34,Washed / Wet,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,0.12,86.25,1,酸味系,その他,ウォッシュド,その他
36,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,0.0,86.25,0,香り系,United States (Hawaii),ナチュラル,Hawaiian Kona
37,Arabica,United States (Hawaii),,,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,0.0,86.25,0,香り系,United States (Hawaii),その他,その他
38,Arabica,Ethiopia,,,7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,0.1,86.25,1,酸味系,Ethiopia,その他,その他
39,Arabica,United States,Other,Washed / Wet,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,0.0,86.17,2,コク・バランス系,その他,ウォッシュド,Other
40,Arabica,Thailand,Caturra,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,0.1,86.17,1,酸味系,Thailand,ウォッシュド,Caturra
41,Arabica,Brazil,Yellow Bourbon,,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,0.08,86.17,3,丸み系,Brazil,その他,Yellow Bourbon
42,Arabica,Brazil,Yellow Bourbon,,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,0.01,86.17,0,香り系,Brazil,その他,Yellow Bourbon
43,Arabica,Taiwan,Bourbon,Semi-washed / Semi-pulped,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,0.12,86.08,1,酸味系,Taiwan,セミウォッシュド,Bourbon
44,Arabica,Kenya,SL28,Natural / Dry,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,0.11,86.08,0,香り系,その他,ナチュラル,その他
45,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,0.11,86.08,0,香り系,Brazil,セミウォッシュド,Bourbon
46,Arabica,Uganda,,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,0.0,86.0,1,酸味系,Uganda,セミウォッシュド,その他
47,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,0.12,86.0,2,コク・バランス系,Colombia,ウォッシュド,Caturra
48,Arabica,Kenya,SL28,Washed / Wet,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,0.11,86.0,1,酸味系,その他,ウォッシュド,その他
49,Arabica,Uganda,Other,Washed / Wet,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,0.1,86.0,1,酸味系,Uganda,ウォッシュド,Other
50,Arabica,Ethiopia,,,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,0.01,86.0,2,コク・バランス系,Ethiopia,その他,その他
51,Arabica,United States (Hawaii),,,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,0.0,86.0,0,香り系,United States (Hawaii),その他,その他
52,Arabica,Guatemala,Bourbon,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,0.1,85.92,2,コク・バランス系,Guatemala,ウォッシュド,Bourbon
53,Arabica,Uganda,SL14,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.12,85.92,0,香り系,Uganda,ナチュラル,その他
54,Arabica,Colombia,Caturra,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.0,85.92,1,酸味系,Colombia,ウォッシュド,Caturra
55,Arabica,Panama,Gesha,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,0.08,85.83,1,酸味系,その他,ウォッシュド,その他
56,Arabica,Ethiopia,,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,0.1,85.83,2,コク・バランス系,Ethiopia,ウォッシュド,その他
57,Arabica,Guatemala,Bourbon,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.12,85.83,1,酸味系,Guatemala,ウォッシュド,Bourbon
58,Arabica,Guatemala,Catuai,Washed / Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,0.1,85.83,1,酸味系,Guatemala,ウォッシュド,Catuai
59,Arabica,Ethiopia,Caturra,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,0.09,85.75,1,酸味系,Ethiopia,ナチュラル,Caturra
60,Arabica,Peru,,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,0.1,85.75,0,香り系,その他,ウォッシュド,その他
61,Arabica,Papua New Guinea,,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,0.12,85.75,1,酸味系,その他,ウォッシュド,その他
62,Arabica,El Salvador,Bourbon,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,0.1,85.58,2,コク・バランス系,その他,ウォッシュド,Bourbon
63,Arabica,El Salvador,Bourbon,Semi-washed / Semi-pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,0.11,85.58,2,コク・バランス系,その他,セミウォッシュド,Bourbon
64,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,0.0,85.58,2,コク・バランス系,United States (Hawaii),ナチュラル,Hawaiian Kona
65,Arabica,Panama,Caturra,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,0.09,85.5,3,丸み系,その他,ナチュラル,Caturra
66,Arabica,Kenya,SL28,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,0.1,85.5,1,酸味系,その他,ナチュラル,その他
67,Arabica,Ethiopia,Other,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,0.12,85.5,2,コク・バランス系,Ethiopia,ナチュラル,Other
68,Arabica,Uganda,SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,0.12,85.5,1,酸味系,Uganda,ウォッシュド,その他
69,Arabica,Guatemala,Bourbon,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,0.11,85.5,1,酸味系,Guatemala,ウォッシュド,Bourbon
70,Arabica,Ethiopia,,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,0.1,85.42,1,酸味系,Ethiopia,ウォッシュド,その他
71,Arabica,Uganda,SL14,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,0.12,85.42,0,香り系,Uganda,ウォッシュド,その他
72,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.0,85.42,1,酸味系,United States (Hawaii),ナチュラル,Hawaiian Kona
73,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,0.11,85.42,0,香り系,Brazil,セミウォッシュド,Bourbon
74,Arabica,El Salvador,,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,0.01,85.42,1,酸味系,その他,その他,その他
75,Arabica,China,Catimor,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,0.1,85.33,0,香り系,その他,ナチュラル,その他
76,Arabica,Guatemala,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,0.11,85.33,3,丸み系,Guatemala,ナチュラル,その他
77,Arabica,Costa Rica,Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,0.0,85.33,2,コク・バランス系,Costa Rica,ウォッシュド,Caturra
78,Arabica,Costa Rica,Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,0.1,85.33,3,丸み系,Costa Rica,ウォッシュド,Caturra
79,Arabica,Kenya,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,0.0,85.33,1,酸味系,その他,ウォッシュド,その他
80,Arabica,Kenya,SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.0,85.33,1,酸味系,その他,ウォッシュド,その他
81,Arabica,Ethiopia,,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,0.05,85.33,1,酸味系,Ethiopia,その他,その他
82,Arabica,Ethiopia,Typica,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,0.1,85.33,1,酸味系,Ethiopia,その他,Typica
83,Arabica,Guatemala,Bourbon,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,0.1,85.25,1,酸味系,Guatemala,その他,Bourbon
84,Arabica,Colombia,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,0.11,85.25,0,香り系,Colombia,ウォッシュド,Caturra
85,Arabica,Colombia,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,0.12,85.25,2,コク・バランス系,Colombia,ナチュラル,Caturra
86,Arabica,Indonesia,Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,0.11,85.17,1,酸味系,その他,セミウォッシュド,その他
87,Arabica,Guatemala,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,0.0,85.17,0,香り系,Guatemala,ウォッシュド,Caturra
88,Arabica,Ethiopia,Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,0.11,85.08,1,酸味系,Ethiopia,ナチュラル,Other
89,Arabica,Colombia,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,0.0,85.08,1,酸味系,Colombia,ナチュラル,Caturra
90,Arabica,Ethiopia,,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,0.1,85.08,1,酸味系,Ethiopia,ナチュラル,その他
91,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,0.11,85.08,2,コク・バランス系,United States (Hawaii),ナチュラル,Hawaiian Kona
92,Arabica,Colombia,Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,0.11,85.08,1,酸味系,Colombia,ナチュラル,Caturra
93,Arabica,United States (Hawaii),,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,0.01,85.08,1,酸味系,United States (Hawaii),その他,その他
94,Arabica,Ethiopia,,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,0.0,85.08,2,コク・バランス系,Ethiopia,その他,その他
95,Arabica,United States (Hawaii),,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,0.0,85.08,2,コク・バランス系,United States (Hawaii),その他,その他
96,Arabica,Uganda,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.11,85.0,0,香り系,Uganda,ウォッシュド,その他
97,Arabica,Colombia,Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,0.0,85.0,1,酸味系,Colombia,ウォッシュド,Caturra
98,Arabica,Costa Rica,Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,0.12,85.0,1,酸味系,Costa Rica,ウォッシュド,Catuai
99,Arabica,Mexico,Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,0.09,85.0,0,香り系,Mexico,ウォッシュド,Typica
100,Arabica,Kenya,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,0.11,85.0,0,香り系,その他,ウォッシュド,その他
101,Arabica,Kenya,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,0.0,85.0,1,酸味系,その他,ウォッシュド,その他
102,Arabica,Brazil,Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,85.0,0,香り系,Brazil,ナチュラル,Mundo Novo
103,Arabica,Mexico,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,0.0,85.0,1,酸味系,Mexico,その他,その他
104,Arabica,United States (Hawaii),,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,0.0,85.0,2,コク・バランス系,United States (Hawaii),その他,その他
105,Arabica,Guatemala,,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.04,85.0,1,酸味系,Guatemala,その他,その他
106,Arabica,Colombia,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,0.0,84.92,1,酸味系,Colombia,ウォッシュド,Caturra
107,Arabica,Colombia,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,0.12,84.92,2,コク・バランス系,Colombia,ウォッシュド,Caturra
108,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,0.11,84.92,2,コク・バランス系,Taiwan,セミウォッシュド,Typica
109,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,0.12,84.92,1,酸味系,"Tanzania, United Republic Of",ウォッシュド,Other
110,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,0.11,84.92,2,コク・バランス系,Colombia,ウォッシュド,Caturra
111,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,0.11,84.92,0,香り系,Mexico,セミウォッシュド,Typica
112,Arabica,Brazil,Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,0.11,84.92,1,酸味系,Brazil,ナチュラル,Bourbon
113,Arabica,Brazil,Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.12,84.92,0,香り系,Brazil,ナチュラル,Catuai
114,Arabica,Kenya,,,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,0.06,84.92,1,酸味系,その他,その他,その他
115,Arabica,Taiwan,Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,0.0,84.83,0,香り系,Taiwan,ナチュラル,Typica
116,Arabica,Uganda,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,0.12,84.83,1,酸味系,Uganda,ナチュラル,その他
117,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,0.0,84.83,2,コク・バランス系,United States (Hawaii),ナチュラル,Hawaiian Kona
118,Arabica,Ethiopia,,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,0.1,84.83,1,酸味系,Ethiopia,その他,その他
119,Arabica,Ethiopia,,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,0.1,84.83,2,コク・バランス系,Ethiopia,その他,その他
120,Arabica,Thailand,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,0.12,84.75,2,コク・バランス系,Thailand,ハニー,Caturra
121,Arabica,Kenya,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,0.13,84.75,1,酸味系,その他,ウォッシュド,その他
122,Arabica,Honduras,Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,0.11,84.75,2,コク・バランス系,Honduras,ウォッシュド,Catuai
123,Arabica,El Salvador,,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,0.15,84.75,1,酸味系,その他,その他,その他
124,Arabica,Nicaragua,,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,0.18,84.75,1,酸味系,その他,その他,その他
125,Arabica,El Salvador,Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,0.0,84.67,1,酸味系,その他,ウォッシュド,Bourbon
126,Arabica,Indonesia,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.12,84.67,1,酸味系,その他,ウォッシュド,その他
127,Arabica,Japan,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,0.12,84.67,2,コク・バランス系,その他,ハニー,Mundo Novo
128,Arabica,Costa Rica,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,0.1,84.67,1,酸味系,Costa Rica,ウォッシュド,Catuai
129,Arabica,Guatemala,Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,0.1,84.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
130,Arabica,Costa Rica,Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,0.12,84.67,3,丸み系,Costa Rica,ウォッシュド,Caturra
131,Arabica,Ethiopia,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,0.1,84.67,0,香り系,Ethiopia,ウォッシュド,その他
132,Arabica,Costa Rica,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,0.08,84.67,3,丸み系,Costa Rica,その他,Other
133,Arabica,Costa Rica,Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,0.11,84.67,0,香り系,Costa Rica,ウォッシュド,Catuai
134,Arabica,Costa Rica,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,0.0,84.67,3,丸み系,Costa Rica,ウォッシュド,その他
135,Arabica,Taiwan,Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.11,84.67,1,酸味系,Taiwan,ウォッシュド,Typica
136,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,84.67,1,酸味系,Colombia,ウォッシュド,Caturra
137,Arabica,Kenya,SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,0.11,84.67,1,酸味系,その他,ウォッシュド,その他
138,Arabica,Guatemala,Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,0.11,84.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
139,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,0.12,84.67,1,酸味系,Guatemala,ウォッシュド,Bourbon
140,Arabica,Mexico,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,0.13,84.67,1,酸味系,Mexico,ウォッシュド,Typica
141,Arabica,Uganda,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,0.11,84.67,1,酸味系,Uganda,ウォッシュド,Other
142,Arabica,Peru,,,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,0.0,84.67,2,コク・バランス系,その他,その他,その他
143,Arabica,Ethiopia,,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,0.2,84.67,2,コク・バランス系,Ethiopia,その他,その他
144,Arabica,Kenya,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,0.11,84.58,1,酸味系,その他,ウォッシュド,その他
145,Arabica,Colombia,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,0.0,84.58,1,酸味系,Colombia,ウォッシュド,Other
146,Arabica,Colombia,Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,0.0,84.58,1,酸味系,Colombia,ウォッシュド,Caturra
147,Arabica,Kenya,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,0.1,84.58,0,香り系,その他,ウォッシュド,その他
148,Arabica,Guatemala,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,0.11,84.58,1,酸味系,Guatemala,ウォッシュド,その他
149,Arabica,Guatemala,Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.09,84.58,0,香り系,Guatemala,ウォッシュド,Bourbon
150,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,0.0,84.58,3,丸み系,Colombia,ウォッシュド,Caturra
