,Species,Country.of.Origin,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Total.Cup.Points,Cluster,FlavorCluster,Country_Group,Processing_Group,Variety_Group
334,Arabica,United States (Hawaii),,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,0.0,83.67,1,酸味系,United States (Hawaii),その他,その他
335,Arabica,Brazil,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,83.58,2,コク・バランス系,Brazil,ナチュラル,Bourbon
336,Arabica,Guatemala,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.11,83.58,1,酸味系,Guatemala,ウォッシュド,Caturra
337,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,83.58,1,酸味系,Colombia,ウォッシュド,Caturra
338,Arabica,China,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.1,83.58,2,コク・バランス系,その他,ウォッシュド,その他
339,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.12,83.58,2,コク・バランス系,Colombia,ウォッシュド,Caturra
340,Arabica,Mexico,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,0.12,83.58,0,香り系,Mexico,ウォッシュド,Caturra
341,Arabica,Ethiopia,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,0.0,83.58,0,香り系,Ethiopia,ウォッシュド,Other
342,Arabica,Uganda,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,0.12,83.58,1,酸味系,Uganda,ウォッシュド,その他
343,Arabica,Colombia,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,0.0,83.58,2,コク・バランス系,Colombia,ナチュラル,Caturra
344,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,0.12,83.58,2,コク・バランス系,Colombia,ウォッシュド,Caturra
345,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,0.0,83.58,3,丸み系,Colombia,ウォッシュド,Caturra
346,Arabica,Taiwan,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,0.11,83.58,0,香り系,Taiwan,その他,Typica
347,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.11,83.58,2,コク・バランス系,Colombia,ウォッシュド,Caturra
348,Arabica,Mexico,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.12,83.58,0,香り系,Mexico,ウォッシュド,Typica
349,Arabica,Colombia,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.11,83.58,2,コク・バランス系,Colombia,ナチュラル,Caturra
350,Arabica,Brazil,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,0.12,83.58,1,酸味系,Brazil,セミウォッシュド,Catuai
351,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,0.0,83.5,1,酸味系,Colombia,ウォッシュド,Caturra
352,Arabica,Taiwan,,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,0.11,83.5,0,香り系,Taiwan,その他,その他
353,Arabica,Costa Rica,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,83.5,1,酸味系,Costa Rica,ウォッシュド,Caturra
354,Arabica,Colombia,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,0.0,83.5,3,丸み系,Colombia,ナチュラル,Caturra
355,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.1,83.5,1,酸味系,Guatemala,ウォッシュド,Bourbon
356,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,0.12,83.5,2,コク・バランス系,Colombia,ウォッシュド,Caturra
357,Arabica,"Tanzania, United Republic Of",Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,0.13,83.5,1,酸味系,"Tanzania, United Republic Of",ウォッシュド,その他
358,Arabica,Indonesia,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,0.13,83.5,2,コク・バランス系,その他,セミウォッシュド,その他
359,Arabica,Ethiopia,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,0.1,83.5,1,酸味系,Ethiopia,ナチュラル,その他
360,Arabica,Colombia,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,0.0,83.5,1,酸味系,Colombia,ウォッシュド,その他
361,Arabica,Colombia,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,0.11,83.5,1,酸味系,Colombia,ウォッシュド,Caturra
362,Arabica,Guatemala,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,0.1,83.5,1,酸味系,Guatemala,ウォッシュド,Caturra
363,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,0.0,83.5,3,丸み系,Colombia,ウォッシュド,Caturra
364,Arabica,Honduras,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,0.1,83.5,2,コク・バランス系,Honduras,ナチュラル,Caturra
365,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,0.0,83.5,1,酸味系,Colombia,ウォッシュド,Caturra
366,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.11,83.5,1,酸味系,Colombia,ウォッシュド,Caturra
367,Arabica,Mexico,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.13,83.5,1,酸味系,Mexico,ナチュラル,Bourbon
368,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,0.11,83.5,1,酸味系,Mexico,セミウォッシュド,Typica
369,Arabica,Mexico,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,0.12,83.5,0,香り系,Mexico,ウォッシュド,その他
370,Arabica,Guatemala,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,0.1,83.5,1,酸味系,Guatemala,ウォッシュド,Caturra
371,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,0.11,83.5,2,コク・バランス系,Colombia,ウォッシュド,Caturra
372,Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,0.0,83.5,2,コク・バランス系,Guatemala,ウォッシュド,Bourbon
373,Arabica,United States (Hawaii),,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,0.01,83.5,1,酸味系,United States (Hawaii),その他,その他
374,Arabica,Indonesia,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,0.0,83.5,3,丸み系,その他,その他,その他
375,Arabica,Colombia,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,0.0,83.42,2,コク・バランス系,Colombia,ウォッシュド,Caturra
376,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,0.1,83.42,1,酸味系,Guatemala,ウォッシュド,Bourbon
377,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,0.11,83.42,1,酸味系,Colombia,ウォッシュド,Caturra
378,Arabica,Costa Rica,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,0.09,83.42,1,酸味系,Costa Rica,ウォッシュド,Caturra
379,Arabica,Taiwan,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0.11,83.42,0,香り系,Taiwan,その他,その他
380,Arabica,Uganda,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,0.11,83.42,1,酸味系,Uganda,ウォッシュド,その他
381,Arabica,Thailand,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,0.13,83.42,2,コク・バランス系,Thailand,ウォッシュド,その他
382,Arabica,El Salvador,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,0.11,83.42,2,コク・バランス系,その他,ウォッシュド,Bourbon
383,Arabica,Colombia,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,0.12,83.42,1,酸味系,Colombia,ナチュラル,Caturra
384,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,0.12,83.42,2,コク・バランス系,Brazil,セミウォッシュド,Yellow Bourbon
385,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,0.13,83.42,1,酸味系,"Tanzania, United Republic Of",ウォッシュド,Bourbon
386,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,0.12,83.42,3,丸み系,Colombia,ウォッシュド,Caturra
387,Arabica,Guatemala,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,0.1,83.42,1,酸味系,Guatemala,ナチュラル,Bourbon
388,Arabica,Guatemala,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.1,83.42,1,酸味系,Guatemala,ウォッシュド,Caturra
389,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,0.11,83.42,3,丸み系,Guatemala,ウォッシュド,Bourbon
390,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,0.0,83.42,2,コク・バランス系,United States (Hawaii),ナチュラル,Hawaiian Kona
391,Arabica,Colombia,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,0.11,83.42,2,コク・バランス系,Colombia,ウォッシュド,Caturra
392,Arabica,Colombia,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,0.1,83.42,2,コク・バランス系,Colombia,その他,その他
393,Arabica,United States (Hawaii),,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,0.01,83.42,1,酸味系,United States (Hawaii),その他,その他
394,Arabica,Thailand,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,0.11,83.42,1,酸味系,Thailand,その他,その他
395,Arabica,Mexico,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,0.09,83.38,3,丸み系,Mexico,その他,その他
396,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,0.0,83.33,2,コク・バランス系,Colombia,ウォッシュド,Caturra
397,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,0.0,83.33,3,丸み系,Colombia,ウォッシュド,Caturra
398,Arabica,Colombia,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.0,83.33,0,香り系,Colombia,ウォッシュド,Caturra
399,Arabica,Brazil,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,0.1,83.33,1,酸味系,Brazil,セミウォッシュド,Catuai
400,Arabica,Mexico,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,0.12,83.33,1,酸味系,Mexico,ウォッシュド,Caturra
401,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,0.11,83.33,1,酸味系,Colombia,ウォッシュド,Caturra
402,Arabica,"Tanzania, United Republic Of",Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,0.12,83.33,0,香り系,"Tanzania, United Republic Of",セミウォッシュド,Other
403,Arabica,Mexico,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,83.33,1,酸味系,Mexico,ウォッシュド,Other
404,Arabica,Costa Rica,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,0.12,83.33,1,酸味系,Costa Rica,ウォッシュド,Caturra
405,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,0.11,83.33,3,丸み系,United States (Hawaii),ナチュラル,Hawaiian Kona
406,Arabica,Costa Rica,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,0.11,83.33,1,酸味系,Costa Rica,ウォッシュド,Catuai
407,Arabica,Peru,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,0.12,83.33,1,酸味系,その他,ウォッシュド,その他
408,Arabica,Haiti,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,0.11,83.33,2,コク・バランス系,その他,ウォッシュド,Typica
409,Arabica,Colombia,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,0.11,83.33,1,酸味系,Colombia,ナチュラル,Caturra
410,Arabica,Guatemala,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,0.11,83.33,1,酸味系,Guatemala,ウォッシュド,Bourbon
411,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,0.1,83.33,1,酸味系,United States (Hawaii),ナチュラル,Hawaiian Kona
412,Arabica,Burundi,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,0.0,83.33,1,酸味系,その他,ウォッシュド,Bourbon
413,Arabica,Colombia,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,0.0,83.33,2,コク・バランス系,Colombia,ウォッシュド,Caturra
414,Arabica,United States (Hawaii),,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,0.01,83.33,0,香り系,United States (Hawaii),その他,その他
415,Arabica,United States (Hawaii),,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,0.0,83.33,2,コク・バランス系,United States (Hawaii),その他,その他
416,Arabica,Mexico,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0.11,83.25,1,酸味系,Mexico,ウォッシュド,Typica
417,Arabica,Costa Rica,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,0.11,83.25,2,コク・バランス系,Costa Rica,ハニー,Catuai
418,Arabica,Costa Rica,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,0.11,83.25,1,酸味系,Costa Rica,ウォッシュド,その他
419,Arabica,Guatemala,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,0.11,83.25,1,酸味系,Guatemala,ウォッシュド,その他
420,Arabica,Uganda,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,0.12,83.25,2,コク・バランス系,Uganda,ウォッシュド,その他
421,Arabica,Brazil,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,0.12,83.25,2,コク・バランス系,Brazil,その他,その他
422,Arabica,Colombia,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,0.0,83.25,2,コク・バランス系,Colombia,ナチュラル,Caturra
423,Arabica,Mexico,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.12,83.25,1,酸味系,Mexico,ナチュラル,Typica
424,Arabica,Taiwan,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,0.1,83.25,3,丸み系,Taiwan,ウォッシュド,Bourbon
425,Arabica,Taiwan,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,0.1,83.25,0,香り系,Taiwan,ウォッシュド,Typica
426,Arabica,Colombia,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,0.0,83.25,2,コク・バランス系,Colombia,ナチュラル,Caturra
427,Arabica,Guatemala,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,0.1,83.25,2,コク・バランス系,Guatemala,ウォッシュド,Caturra
428,Arabica,Colombia,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,0.11,83.25,0,香り系,Colombia,ウォッシュド,Caturra
429,Arabica,Mexico,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.12,83.25,1,酸味系,Mexico,ウォッシュド,Bourbon
430,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,0.11,83.25,2,コク・バランス系,United States (Hawaii),ナチュラル,Hawaiian Kona
431,Arabica,Mexico,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.13,83.25,0,香り系,Mexico,ウォッシュド,Mundo Novo
432,Arabica,Mexico,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,0.12,83.25,1,酸味系,Mexico,ウォッシュド,Caturra
433,Arabica,Guatemala,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,0.11,83.25,1,酸味系,Guatemala,ウォッシュド,Bourbon
434,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,83.25,1,酸味系,Brazil,セミウォッシュド,Yellow Bourbon
435,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,0.12,83.25,3,丸み系,Colombia,ウォッシュド,Caturra
436,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,0.11,83.25,1,酸味系,Colombia,ウォッシュド,Caturra
437,Arabica,Colombia,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,0.08,83.25,3,丸み系,Colombia,その他,その他
438,Arabica,Colombia,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,0.13,83.25,0,香り系,Colombia,その他,その他
439,Arabica,Colombia,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,0.04,83.25,0,香り系,Colombia,その他,その他
440,Arabica,Brazil,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0.11,83.17,1,酸味系,Brazil,ナチュラル,Bourbon
441,Arabica,Guatemala,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.1,83.17,1,酸味系,Guatemala,ウォッシュド,Bourbon
442,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,0.12,83.17,1,酸味系,"Tanzania, United Republic Of",ウォッシュド,Bourbon
443,Arabica,Peru,,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,0.11,83.17,1,酸味系,その他,その他,その他
444,Arabica,Vietnam,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,0.07,83.17,3,丸み系,その他,ナチュラル,その他
445,Arabica,Guatemala,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,0.11,83.17,1,酸味系,Guatemala,ウォッシュド,Caturra
446,Arabica,Honduras,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,83.17,1,酸味系,Honduras,ウォッシュド,Catuai
447,Arabica,China,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,0.11,83.17,1,酸味系,その他,ウォッシュド,その他
448,Arabica,China,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,0.1,83.17,1,酸味系,その他,ウォッシュド,その他
449,Arabica,El Salvador,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,0.0,83.17,1,酸味系,その他,ウォッシュド,Bourbon
450,Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.11,83.17,1,酸味系,Guatemala,ウォッシュド,Bourbon
451,Arabica,Guatemala,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.12,83.17,1,酸味系,Guatemala,ウォッシュド,Bourbon
452,Arabica,Kenya,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0.1,83.17,3,丸み系,その他,ウォッシュド,その他
453,Arabica,Thailand,,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,0.12,83.17,0,香り系,Thailand,ウォッシュド,その他
454,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,0.13,83.17,0,香り系,"Tanzania, United Republic Of",ウォッシュド,Other
455,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,83.17,1,酸味系,Colombia,ウォッシュド,Caturra
456,Arabica,Uganda,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,0.1,83.17,0,香り系,Uganda,ウォッシュド,その他
457,Arabica,Colombia,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,83.17,1,酸味系,Colombia,ウォッシュド,その他
458,Arabica,Honduras,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,0.1,83.17,2,コク・バランス系,Honduras,ナチュラル,Catuai
459,Arabica,Honduras,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,83.17,1,酸味系,Honduras,ナチュラル,Caturra
460,Arabica,Guatemala,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,0.09,83.17,1,酸味系,Guatemala,ウォッシュド,Catuai
461,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,0.11,83.17,3,丸み系,United States (Hawaii),ナチュラル,Hawaiian Kona
462,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.12,83.17,2,コク・バランス系,"Tanzania, United Republic Of",ウォッシュド,Bourbon
463,Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,0.11,83.17,1,酸味系,Guatemala,ウォッシュド,Bourbon
464,Arabica,Mexico,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0.11,83.17,0,香り系,Mexico,ウォッシュド,Typica
465,Arabica,Mexico,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,0.12,83.17,0,香り系,Mexico,ウォッシュド,Typica
466,Arabica,Mexico,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0.14,83.17,1,酸味系,Mexico,ウォッシュド,その他
467,Arabica,Colombia,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,0.11,83.17,3,丸み系,Colombia,ウォッシュド,Caturra
468,Arabica,Mexico,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,0.13,83.17,1,酸味系,Mexico,ウォッシュド,Typica
469,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,0.11,83.17,1,酸味系,Colombia,ウォッシュド,Caturra
470,Arabica,Mexico,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0.11,83.17,2,コク・バランス系,Mexico,ウォッシュド,Typica
471,Arabica,Brazil,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.12,83.17,1,酸味系,Brazil,ナチュラル,Mundo Novo
472,Arabica,Brazil,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.11,83.17,0,香り系,Brazil,ナチュラル,Mundo Novo
473,Arabica,Guatemala,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,0.0,83.17,3,丸み系,Guatemala,ウォッシュド,Bourbon
474,Arabica,Brazil,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,0.12,83.17,3,丸み系,Brazil,セミウォッシュド,Mundo Novo
475,Arabica,Brazil,,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,0.02,83.17,2,コク・バランス系,Brazil,その他,その他
476,Arabica,El Salvador,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,0.14,83.17,1,酸味系,その他,その他,その他
477,Arabica,Ethiopia,,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,83.17,1,酸味系,Ethiopia,その他,その他
478,Arabica,Colombia,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.0,83.08,1,酸味系,Colombia,ウォッシュド,Caturra
479,Arabica,Colombia,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,0.0,83.08,3,丸み系,Colombia,ウォッシュド,Caturra
